,Unnamed: 0,content,final_text,token,stop_review,stem_review,prepos_text,polarity_score,polarity
278,311,sudah banyak yang berbicara tunda atau batalkan ppn  tapi sepertinya akan tetap memilih pura  budek iya kan pak ,sudah banyak yang berbicara tunda atau batalkan ppn tapi sepertinya akan tetap memilih pura budek iya akan pak,"['berbicara', 'tunda', 'batalkan', 'ppn', 'memilih', 'pura', 'budek', 'iya']","['berbicara', 'tunda', 'batalkan', 'ppn', 'memilih', 'pura', 'budek', 'iya']",bicara tunda batal ppn pilih pura budek iya,"['bicara', 'tunda', 'batal', 'ppn', 'pilih', 'pura', 'budek', 'iya']",-10,0
279,312, masih nekat juga belain ppn  teruss nurani mana nuranii kerja belain penindasan ampe segitu nyaa lupaa apa kalo itu bakal dipertanggung jawabinn kalo emang dah dasar bebal yudh terima hukuman kelak dahh,masih nekat juga belain ppn terus nurani mana nuranii kerja belain penindasan sampai segitu nyaa lupaa apa kalau itu bakal dipertanggung jawabinn kalau memang sudah dasar bodoh yudh terima hukuman kelak deh,"['nekat', 'belain', 'ppn', 'nurani', 'nuranii', 'kerja', 'belain', 'penindasan', 'segitu', 'nyaa', 'lupaa', 'dipertanggung', 'jawabinn', 'dasar', 'bodoh', 'yudh', 'terima', 'hukuman', 'kelak', 'deh']","['nekat', 'belain', 'ppn', 'nurani', 'nuranii', 'kerja', 'belain', 'penindasan', 'segitu', 'nyaa', 'lupaa', 'dipertanggung', 'jawabinn', 'dasar', 'bodoh', 'yudh', 'terima', 'hukuman', 'kelak', 'deh']",nekat bain ppn nurani nurani kerja bain tindas segitu nyaa lupaa tanggung jawabinn dasar bodoh yudh terima hukum kelak deh,"['nekat', 'bain', 'ppn', 'nurani', 'nurani', 'kerja', 'bain', 'tindas', 'segitu', 'nyaa', 'lupaa', 'tanggung', 'jawabinn', 'dasar', 'bodoh', 'yudh', 'terima', 'hukum', 'kelak', 'deh']",-6,0
280,313, selamat menikmati ppn  dan makan siang gratis lauk daun kelor,selamat menikmati ppn dan makan siang gratis lauk daur kelor,"['selamat', 'menikmati', 'ppn', 'makan', 'siang', 'gratis', 'lauk', 'daur', 'kelor']","['selamat', 'menikmati', 'ppn', 'makan', 'siang', 'gratis', 'lauk', 'daur', 'kelor']",selamat nikmat ppn makan siang gratis lauk daur kelor,"['selamat', 'nikmat', 'ppn', 'makan', 'siang', 'gratis', 'lauk', 'daur', 'kelor']",12,1
281,314,jokowi didemo gara umur kepala daerah prabowo didemo gara naikin ppn  gada benernya dipilih presiden baru nyusahin rakyat semua,jokowi didemo gara umur kepala daerah prabowo didemo gara naikin ppn tidak ada benernya dipilih presiden baru nyusahin rakyat semua,"['jokowi', 'didemo', 'gara', 'umur', 'kepala', 'daerah', 'prabowo', 'didemo', 'gara', 'naikin', 'ppn', 'benernya', 'dipilih', 'presiden', 'nyusahin', 'rakyat']","['jokowi', 'didemo', 'gara', 'umur', 'kepala', 'daerah', 'prabowo', 'didemo', 'gara', 'naikin', 'ppn', 'benernya', 'dipilih', 'presiden', 'nyusahin', 'rakyat']",jokowi demo gara umur kepala daerah prabowo demo gara naikin ppn benernya pilih presiden nyusahin rakyat,"['jokowi', 'demo', 'gara', 'umur', 'kepala', 'daerah', 'prabowo', 'demo', 'gara', 'naikin', 'ppn', 'benernya', 'pilih', 'presiden', 'nyusahin', 'rakyat']",-11,0
282,315, bahas  discon koruptor  ppn  rupiah melemah impoten  utang indonesia jatuh tempo  setoran  ,bahas discon koruptor ppn rupiah melemah impoten utang indonesia jatuh tempo setoran,"['bahas', 'discon', 'koruptor', 'ppn', 'rupiah', 'melemah', 'impoten', 'utang', 'indonesia', 'jatuh', 'tempo', 'setoran']","['bahas', 'discon', 'koruptor', 'ppn', 'rupiah', 'melemah', 'impoten', 'utang', 'indonesia', 'jatuh', 'tempo', 'setoran']",bahas discon koruptor ppn rupiah lemah impoten utang indonesia jatuh tempo setor,"['bahas', 'discon', 'koruptor', 'ppn', 'rupiah', 'lemah', 'impoten', 'utang', 'indonesia', 'jatuh', 'tempo', 'setor']",-11,0
283,316, ppn  dan connie pdip kayak  nyambung ,ppn dan connie pdip kayak nyambung,"['ppn', 'connie', 'pdip', 'kayak', 'nyambung']","['ppn', 'connie', 'pdip', 'kayak', 'nyambung']",ppn connie pdip kayak nyambung,"['ppn', 'connie', 'pdip', 'kayak', 'nyambung']",-3,0
284,317, warung geprek depan rumah aja sudah menaikkan harga  karena alasan ppn naik semua bahan baku naik dan memang harga ayam cabe minyak sayur²an naik semua efek naiknya ppn itu berlipat lipat coy,warung geprek depan rumah saja sudah menaikkan harga karena alasan ppn naik semua bahan baku naik dan memang harga ayam cabai minyak sayur²an naik semua efek naiknya ppn itu berlipat lipat coy,"['warung', 'geprek', 'rumah', 'menaikkan', 'harga', 'alasan', 'ppn', 'bahan', 'baku', 'harga', 'ayam', 'cabai', 'minyak', 'sayur²an', 'efek', 'naiknya', 'ppn', 'berlipat', 'lipat', 'coy']","['warung', 'geprek', 'rumah', 'menaikkan', 'harga', 'alasan', 'ppn', 'bahan', 'baku', 'harga', 'ayam', 'cabai', 'minyak', 'sayur²an', 'efek', 'naiknya', 'ppn', 'berlipat', 'lipat', 'coy']",warung geprek rumah naik harga alas ppn bahan baku harga ayam cabai minyak sayur an efek naik ppn lipat lipat coy,"['warung', 'geprek', 'rumah', 'naik', 'harga', 'alas', 'ppn', 'bahan', 'baku', 'harga', 'ayam', 'cabai', 'minyak', 'sayur', 'an', 'efek', 'naik', 'ppn', 'lipat', 'lipat', 'coy']",9,1
285,318,apa tanggapanmu soal ppn  katanya mau merubah dari dalam aku liat belum bersuara nih soal kenaikan ppn ini ,apa tanggapanmu soal ppn katanya mau merubah dari dalam aku lihat belum bersuara nih soal kenaikan ppn ini,"['tanggapanmu', 'ppn', 'merubah', 'lihat', 'bersuara', 'nih', 'kenaikan', 'ppn']","['tanggapanmu', 'ppn', 'merubah', 'lihat', 'bersuara', 'nih', 'kenaikan', 'ppn']",tanggap ppn rubah lihat suara nih naik ppn,"['tanggap', 'ppn', 'rubah', 'lihat', 'suara', 'nih', 'naik', 'ppn']",8,1
286,319, warung geprek depan rumah aja sudah menaikkan harga  karena alasan ppn naik semua bahan baku naik dan memang harga ayam cabe minyak sayur²an naik semua,warung geprek depan rumah saja sudah menaikkan harga karena alasan ppn naik semua bahan baku naik dan memang harga ayam cabai minyak sayur²an naik semua,"['warung', 'geprek', 'rumah', 'menaikkan', 'harga', 'alasan', 'ppn', 'bahan', 'baku', 'harga', 'ayam', 'cabai', 'minyak', 'sayur²an']","['warung', 'geprek', 'rumah', 'menaikkan', 'harga', 'alasan', 'ppn', 'bahan', 'baku', 'harga', 'ayam', 'cabai', 'minyak', 'sayur²an']",warung geprek rumah naik harga alas ppn bahan baku harga ayam cabai minyak sayur an,"['warung', 'geprek', 'rumah', 'naik', 'harga', 'alas', 'ppn', 'bahan', 'baku', 'harga', 'ayam', 'cabai', 'minyak', 'sayur', 'an']",5,1
287,320, jadi yang kena ppn  adalah kabar buruk ,jadi yang kena ppn adalah kabar buruk,"['kena', 'ppn', 'kabar', 'buruk']","['kena', 'ppn', 'kabar', 'buruk']",kena ppn kabar buruk,"['kena', 'ppn', 'kabar', 'buruk']",-9,0
288,321,ini gimana sih anjir ppn  tapi malah banyak   phk,ini bagaimana sih anjir ppn tapi bahkan banyak phk,"['sih', 'anjir', 'ppn', 'phk']","['sih', 'anjir', 'ppn', 'phk']",sih anjir ppn phk,"['sih', 'anjir', 'ppn', 'phk']",-2,0
289,322, rakyat juga merasa terancam pak dsg kebijakan ppn  ,rakyat juga merasa terancam pak dsg kebijakan ppn,"['rakyat', 'terancam', 'dsg', 'kebijakan', 'ppn']","['rakyat', 'terancam', 'dsg', 'kebijakan', 'ppn']",rakyat ancam dsg bijak ppn,"['rakyat', 'ancam', 'dsg', 'bijak', 'ppn']",-5,0
290,323,pemerintah gak bisa tapi tetep naikin ppn jadi  pajak kita untuk kita katanya ,pemerintah tidak bisa tapi tetap naikin ppn jadi pajak kita untuk kita katanya,"['pemerintah', 'naikin', 'ppn', 'pajak']","['pemerintah', 'naikin', 'ppn', 'pajak']",perintah naikin ppn pajak,"['perintah', 'naikin', 'ppn', 'pajak']",-3,0
291,324,mindset masuk tahun ppn  ,mindset masuk tahun ppn,"['mindset', 'masuk', 'ppn']","['mindset', 'masuk', 'ppn']",mindset masuk ppn,"['mindset', 'masuk', 'ppn']",-3,0
292,326, udah kena ppn  ,sudah kena ppn,"['kena', 'ppn']","['kena', 'ppn']",kena ppn,"['kena', 'ppn']",-3,0
293,327,bayangin ryuken ngomel   uryu ,bayangin ryuken ngomel uryu,"['bayangin', 'ryuken', 'ngomel', 'uryu']","['bayangin', 'ryuken', 'ngomel', 'uryu']",bayangin ryuken ngomel uryu,"['bayangin', 'ryuken', 'ngomel', 'uryu']",-4,0
294,328, mau batalkan kenaikan ppn  dan hukum mati maling uang rakyat nkri,mau batalkan kenaikan ppn dan hukum mati maling uang rakyat nkri,"['batalkan', 'kenaikan', 'ppn', 'hukum', 'mati', 'maling', 'uang', 'rakyat', 'nkri']","['batalkan', 'kenaikan', 'ppn', 'hukum', 'mati', 'maling', 'uang', 'rakyat', 'nkri']",batal naik ppn hukum mati maling uang rakyat nkri,"['batal', 'naik', 'ppn', 'hukum', 'mati', 'maling', 'uang', 'rakyat', 'nkri']",-5,0
295,329,apindo berharap pemerintah tunda kebijakan ppn   ,apindo berharap pemerintah tunda kebijakan ppn,"['apindo', 'berharap', 'pemerintah', 'tunda', 'kebijakan', 'ppn']","['apindo', 'berharap', 'pemerintah', 'tunda', 'kebijakan', 'ppn']",apindo harap perintah tunda bijak ppn,"['apindo', 'harap', 'perintah', 'tunda', 'bijak', 'ppn']",-1,0
296,330,org aneh anjing udh tau miskin malah belainn ppn  randue utek,orang aneh anjing sudah tahu miskin bahkan belainn ppn randue utek,"['orang', 'aneh', 'anjing', 'miskin', 'belainn', 'ppn', 'randue', 'utek']","['orang', 'aneh', 'anjing', 'miskin', 'belainn', 'ppn', 'randue', 'utek']",orang aneh anjing miskin belainn ppn randue utek,"['orang', 'aneh', 'anjing', 'miskin', 'belainn', 'ppn', 'randue', 'utek']",-9,0
297,333,jam segini enaknya berantem sama buzzer miskin penyepong ppn  bah mantap kali memicu adrenalin,jam segini enaknya berantem sama buzzer miskin penyepong ppn bah mantap kali memicu adrenalin,"['jam', 'segini', 'enaknya', 'berantem', 'buzzer', 'miskin', 'penyepong', 'ppn', 'bah', 'mantap', 'kali', 'memicu', 'adrenalin']","['jam', 'segini', 'enaknya', 'berantem', 'buzzer', 'miskin', 'penyepong', 'ppn', 'bah', 'mantap', 'kali', 'memicu', 'adrenalin']",jam gin enak antem buzzer miskin penyepong ppn bah mantap kali picu adrenalin,"['jam', 'gin', 'enak', 'antem', 'buzzer', 'miskin', 'penyepong', 'ppn', 'bah', 'mantap', 'kali', 'picu', 'adrenalin']",-6,0
298,334, ppn  gak ngaruh pemikiran goblik,ppn tidak ngaruh pemikiran goblik,"['ppn', 'ngaruh', 'pemikiran', 'goblik']","['ppn', 'ngaruh', 'pemikiran', 'goblik']",ppn ngaruh pikir goblik,"['ppn', 'ngaruh', 'pikir', 'goblik']",-1,0
299,335, yeay berarti  pada komen ppn   buat barang mewah doang dasar anak abah dungu kena batunya  happy makan tuh ppn  ,hore berarti pada komen ppn buat barang mewah saja dasar anak abah dungu kena batunya senang makan tuh ppn,"['hore', 'komen', 'ppn', 'barang', 'mewah', 'dasar', 'anak', 'abah', 'dungu', 'kena', 'batunya', 'senang', 'makan', 'tuh', 'ppn']","['hore', 'komen', 'ppn', 'barang', 'mewah', 'dasar', 'anak', 'abah', 'dungu', 'kena', 'batunya', 'senang', 'makan', 'tuh', 'ppn']",hore komen ppn barang mewah dasar anak abah dungu kena batu senang makan tuh ppn,"['hore', 'komen', 'ppn', 'barang', 'mewah', 'dasar', 'anak', 'abah', 'dungu', 'kena', 'batu', 'senang', 'makan', 'tuh', 'ppn']",-7,0
300,337,rakyat indonesia tetap fokus tuntut batalkan ppn  ,rakyat indonesia tetap fokus tuntut batalkan ppn,"['rakyat', 'indonesia', 'fokus', 'tuntut', 'batalkan', 'ppn']","['rakyat', 'indonesia', 'fokus', 'tuntut', 'batalkan', 'ppn']",rakyat indonesia fokus tuntut batal ppn,"['rakyat', 'indonesia', 'fokus', 'tuntut', 'batal', 'ppn']",-7,0
301,338,kenaikan ppn  belum disahkan aja udah berasa bgt akhir belanja ini itu cepet bgt abis uang gue apa skrng mahal gmn nanti klo udh ketok palu anjir  kebayang ,kenaikan ppn belum disahkan saja sudah berasa banget akhir belanja ini itu cepat banget habis uang saya apa sekarang mahal bagaimana nanti kalau sudah ketok palu anjir kebayang,"['kenaikan', 'ppn', 'disahkan', 'berasa', 'banget', 'belanja', 'cepat', 'banget', 'habis', 'uang', 'mahal', 'ketok', 'palu', 'anjir', 'kebayang']","['kenaikan', 'ppn', 'disahkan', 'berasa', 'banget', 'belanja', 'cepat', 'banget', 'habis', 'uang', 'mahal', 'ketok', 'palu', 'anjir', 'kebayang']",naik ppn sah asa banget belanja cepat banget habis uang mahal ketok palu anjir bayang,"['naik', 'ppn', 'sah', 'asa', 'banget', 'belanja', 'cepat', 'banget', 'habis', 'uang', 'mahal', 'ketok', 'palu', 'anjir', 'bayang']",4,1
302,339,momen prabowo kedipkan satu mata saat ditanya soal kenaikan ppn   ,momen prabowo kedipkan satu mata saat ditanya soal kenaikan ppn,"['momen', 'prabowo', 'kedipkan', 'mata', 'kenaikan', 'ppn']","['momen', 'prabowo', 'kedipkan', 'mata', 'kenaikan', 'ppn']",momen prabowo kedip mata naik ppn,"['momen', 'prabowo', 'kedip', 'mata', 'naik', 'ppn']",-1,0
303,340,ditetapkan   hpp yang ppn  diterusin yang pajak karbon  diterusin hih ,ditetapkan hpp yang ppn diterusin yang pajak karbon diterusin hih,"['ditetapkan', 'hpp', 'ppn', 'diterusin', 'pajak', 'karbon', 'diterusin', 'hih']","['ditetapkan', 'hpp', 'ppn', 'diterusin', 'pajak', 'karbon', 'diterusin', 'hih']",tetap hpp ppn diterusin pajak karbon diterusin hih,"['tetap', 'hpp', 'ppn', 'diterusin', 'pajak', 'karbon', 'diterusin', 'hih']",-4,0
304,342,  cowo gua kenal tuh itu kejadian hampir    lalu weyy kenapa naik lagi pas ppn naik  ,cowo saya kenal tuh itu kejadian hampir lalu weyy kenapa naik lagi pas ppn naik,"['cowo', 'kenal', 'tuh', 'kejadian', 'weyy', 'pas', 'ppn']","['cowo', 'kenal', 'tuh', 'kejadian', 'weyy', 'pas', 'ppn']",cowo kenal tuh jadi weyy pas ppn,"['cowo', 'kenal', 'tuh', 'jadi', 'weyy', 'pas', 'ppn']",3,1
305,343,bocah tolol,bocah tolol,"['bocah', 'tolol']","['bocah', 'tolol']",bocah tolol,"['bocah', 'tolol']",-5,0
306,344,selamat pagi indonesia  teras   hari lagi ppn naik  tadi malam tidur mimpi apa ketiban duit   bangunnya full senyum pastinya ,selamat pagi indonesia teras hari lagi ppn naik tadi malam tidur mimpi apa ketiban uang bangunnya full senyum pastinya,"['selamat', 'pagi', 'indonesia', 'teras', 'ppn', 'malam', 'tidur', 'mimpi', 'ketiban', 'uang', 'bangunnya', 'full', 'senyum', 'pastinya']","['selamat', 'pagi', 'indonesia', 'teras', 'ppn', 'malam', 'tidur', 'mimpi', 'ketiban', 'uang', 'bangunnya', 'full', 'senyum', 'pastinya']",selamat pagi indonesia teras ppn malam tidur mimpi ketiban uang bangun full senyum pasti,"['selamat', 'pagi', 'indonesia', 'teras', 'ppn', 'malam', 'tidur', 'mimpi', 'ketiban', 'uang', 'bangun', 'full', 'senyum', 'pasti']",8,1
307,346, gak tega saya yang muji  bicara sambil nahan perihnya menyaksikan    tahun dan ppn  yang komen apa adanya duh gak tega saya baca komen  mereka krn berharap presiden bisa berantas korupsi ,tidak tega saya yang muji bicara sambil nahan perihnya menyaksikan tahun dan ppn yang komen apa adanya aduh tidak tega saya baca komen mereka karena berharap presiden bisa berantas korupsi,"['tega', 'muji', 'bicara', 'nahan', 'perihnya', 'menyaksikan', 'ppn', 'komen', 'aduh', 'tega', 'baca', 'komen', 'berharap', 'presiden', 'berantas', 'korupsi']","['tega', 'muji', 'bicara', 'nahan', 'perihnya', 'menyaksikan', 'ppn', 'komen', 'aduh', 'tega', 'baca', 'komen', 'berharap', 'presiden', 'berantas', 'korupsi']",tega muji bicara nahan perih saksi ppn komen aduh tega baca komen harap presiden berantas korupsi,"['tega', 'muji', 'bicara', 'nahan', 'perih', 'saksi', 'ppn', 'komen', 'aduh', 'tega', 'baca', 'komen', 'harap', 'presiden', 'berantas', 'korupsi']",-15,0
308,347,gak butuh omon buktikan kerja misal aja batalin tuh ppn   ,tidak butuh omon buktikan kerja misal saja membatalkan tuh ppn,"['butuh', 'omon', 'buktikan', 'kerja', 'membatalkan', 'tuh', 'ppn']","['butuh', 'omon', 'buktikan', 'kerja', 'membatalkan', 'tuh', 'ppn']",butuh omon bukti kerja batal tuh ppn,"['butuh', 'omon', 'bukti', 'kerja', 'batal', 'tuh', 'ppn']",-11,0
309,350, pemerintah bekerja keras buat meyakinkan rakyat indonesia ppn naik jadi  dengan berbagai gimmick termasuk meyogok masyarakat dengan bansos dan diskon ini itu  berlaku cuma  bulan ,pemerintah bekerja keras buat meyakinkan rakyat indonesia ppn naik jadi dengan berbagai gimmick termasuk meyogok masyarakat dengan bansos dan diskon ini itu berlaku cuma bulan,"['pemerintah', 'keras', 'rakyat', 'indonesia', 'ppn', 'gimmick', 'meyogok', 'masyarakat', 'bansos', 'diskon', 'berlaku']","['pemerintah', 'keras', 'rakyat', 'indonesia', 'ppn', 'gimmick', 'meyogok', 'masyarakat', 'bansos', 'diskon', 'berlaku']",perintah keras rakyat indonesia ppn gimmick meyogok masyarakat bansos diskon laku,"['perintah', 'keras', 'rakyat', 'indonesia', 'ppn', 'gimmick', 'meyogok', 'masyarakat', 'bansos', 'diskon', 'laku']",2,1
310,351,mungkin alay  gue bnran gasuka bgt   ini demi walaupun  mereka termasuk oknum²  ikut berkontribusi  ppn  ini dan huru hara selanjutnya walaupun  klo pilihan gue  menang setidaknya peluang berkhianatnya sedikit  rakyat ,mungkin alay saya benaran tidak suka banget ini demi walaupun mereka termasuk oknum² ikut berkontribusi ppn ini dan huru hara selanjutnya walaupun kalau pilihan saya menang setidaknya peluang berkhianatnya sedikit rakyat,"['alay', 'benaran', 'suka', 'banget', 'oknum²', 'berkontribusi', 'ppn', 'huru', 'hara', 'pilihan', 'menang', 'peluang', 'berkhianatnya', 'rakyat']","['alay', 'benaran', 'suka', 'banget', 'oknum²', 'berkontribusi', 'ppn', 'huru', 'hara', 'pilihan', 'menang', 'peluang', 'berkhianatnya', 'rakyat']",alay benar suka banget oknum kontribusi ppn huru hara pilih menang peluang khianat rakyat,"['alay', 'benar', 'suka', 'banget', 'oknum', 'kontribusi', 'ppn', 'huru', 'hara', 'pilih', 'menang', 'peluang', 'khianat', 'rakyat']",-10,0
311,352, smoga aku  bisa,semoga aku bisa,['semoga'],['semoga'],moga,['moga'],1,1
312,353, nambah kali bukan ppn  tapi kenaikan jadi  krn  nggak cukup buat nambal apbn  tekor ribuan trilyun ,nambah kali bukan ppn tapi kenaikan jadi karena tidak cukup buat nambal apbn tekor ribuan trilyun,"['nambah', 'kali', 'ppn', 'kenaikan', 'nambal', 'apbn', 'tekor', 'ribuan', 'trilyun']","['nambah', 'kali', 'ppn', 'kenaikan', 'nambal', 'apbn', 'tekor', 'ribuan', 'trilyun']",nambah kali ppn naik nambal apbn tekor ribu trilyun,"['nambah', 'kali', 'ppn', 'naik', 'nambal', 'apbn', 'tekor', 'ribu', 'trilyun']",1,1
313,354,maaf pak prabowo keluarga yang pancasila itu bukan karena lahir dari seorang ibu kristiani tapi yang menghidupi nilai pancasila dan bapak tidak mendengar keluhan rakyat terkait penolakan ppn  dimana pancasilanya pak ,maaf pak prabowo keluarga yang pancasila itu bukan karena lahir dari seorang ibu kristiani tapi yang menghidupi nilai pancasila dan bapak tidak mendengar keluhan rakyat terkait penolakan ppn dimana pancasilanya pak,"['maaf', 'prabowo', 'keluarga', 'pancasila', 'lahir', 'kristiani', 'menghidupi', 'nilai', 'pancasila', 'mendengar', 'keluhan', 'rakyat', 'terkait', 'penolakan', 'ppn', 'dimana', 'pancasilanya']","['maaf', 'prabowo', 'keluarga', 'pancasila', 'lahir', 'kristiani', 'menghidupi', 'nilai', 'pancasila', 'mendengar', 'keluhan', 'rakyat', 'terkait', 'penolakan', 'ppn', 'dimana', 'pancasilanya']",maaf prabowo keluarga pancasila lahir kristiani hidup nilai pancasila dengar keluh rakyat kait tolak ppn mana pancasila,"['maaf', 'prabowo', 'keluarga', 'pancasila', 'lahir', 'kristiani', 'hidup', 'nilai', 'pancasila', 'dengar', 'keluh', 'rakyat', 'kait', 'tolak', 'ppn', 'mana', 'pancasila']",5,1
314,355, kabar gembira  jadi emang ppn  tuh kabar yang menyedihkan ,kabar gembira jadi memang ppn tuh kabar yang menyedihkan,"['kabar', 'gembira', 'ppn', 'tuh', 'kabar', 'menyedihkan']","['kabar', 'gembira', 'ppn', 'tuh', 'kabar', 'menyedihkan']",kabar gembira ppn tuh kabar sedih,"['kabar', 'gembira', 'ppn', 'tuh', 'kabar', 'sedih']",-5,0
315,357, untuk itu wajib minta maaf kpd prof krn   memfitnah prof menghasut dan gagal sbg menko polhukam pdhl  disampaikan prof itu benar dlm kerangka hukum pidana dan tata negara tolak ppn  ,untuk itu wajib minta maaf kepada prof karena memfitnah prof menghasut dan gagal sebagai menko polhukam padahal disampaikan prof itu benar dalam kerangka hukum pidana dan tata negara tolak ppn,"['wajib', 'maaf', 'prof', 'memfitnah', 'prof', 'menghasut', 'gagal', 'menko', 'polhukam', 'prof', 'kerangka', 'hukum', 'pidana', 'tata', 'negara', 'tolak', 'ppn']","['wajib', 'maaf', 'prof', 'memfitnah', 'prof', 'menghasut', 'gagal', 'menko', 'polhukam', 'prof', 'kerangka', 'hukum', 'pidana', 'tata', 'negara', 'tolak', 'ppn']",wajib maaf prof fitnah prof hasut gagal menko polhukam prof kerangka hukum pidana tata negara tolak ppn,"['wajib', 'maaf', 'prof', 'fitnah', 'prof', 'hasut', 'gagal', 'menko', 'polhukam', 'prof', 'kerangka', 'hukum', 'pidana', 'tata', 'negara', 'tolak', 'ppn']",-15,0
316,358, semoga bapak sehat  selalu dan berharap bapak bisa memimpin sampai  thn kedepan pak tolong tindak tegas fufufafa batalkan ppn  pik  psn rempang miskinkan koruptor kejar koruptor walau  antartika ,semoga bapak sehat selalu dan berharap bapak bisa memimpin sampai tahun kedepan pak tolong tindak tegas fufufafa batalkan ppn pik pesan rempang miskinkan koruptor kejar koruptor walau antartika,"['semoga', 'sehat', 'berharap', 'memimpin', 'kedepan', 'tolong', 'tindak', 'fufufafa', 'batalkan', 'ppn', 'pik', 'pesan', 'rempang', 'miskinkan', 'koruptor', 'kejar', 'koruptor', 'antartika']","['semoga', 'sehat', 'berharap', 'memimpin', 'kedepan', 'tolong', 'tindak', 'fufufafa', 'batalkan', 'ppn', 'pik', 'pesan', 'rempang', 'miskinkan', 'koruptor', 'kejar', 'koruptor', 'antartika']",moga sehat harap pimpin depan tolong tindak fufufafa batal ppn pik pesan rempang miskin koruptor kejar koruptor antartika,"['moga', 'sehat', 'harap', 'pimpin', 'depan', 'tolong', 'tindak', 'fufufafa', 'batal', 'ppn', 'pik', 'pesan', 'rempang', 'miskin', 'koruptor', 'kejar', 'koruptor', 'antartika']",-9,0
